"age_clean","gender_clean","country_of_birth_clean","fluent_languages_clean","readable_languages_clean","target_grade","assignment_preference","trimester_or_semester_clean","university_year","enrolled_unit","weekly_study_hours","assignments_on_time","used_r_before","wam_clean","team_role_type","pay_rent_clean","living_arrangements","work_status","weekly_paid_work_hours","weekly_exercise_hours","diet_style_clean","average_daily_sleep_clean","sleep_schedule","weekly_food_spend","weekly_alcohol_clean","daily_anxiety_frequency","social_media_clean","relationship_status_clean","drivers_license_clean","sibling_count_clean","allergy_count_clean","steak_preference_clean","dominant_hand","computer_os_clean","believe_in_aliens","random_number","favourite_number","favourite_letter_clean","urinal_choice","stall_choice","weetbix_count"
20,"Male","Australia",1,1,"Fail","cram at the last second","Trimester","Third year","DATA2002",5,"Never","Yes",52,4,"Yes","With parent(s) and/or sibling(s)","I don't currently work",40,11,"vegan",9,10,250,"0",10,"Other","Yes","No",NA,1,"rare","Ambidextrous","Windows","No",1,1,"k","C: Furthest from the entrance","B: Middle",10
20,"Male","Australia",1,1,"High Distinction","cram at the last second","Semester","Third year","DATA2902",46,"Usually","Yes",89,7,"No","With parent(s) and/or sibling(s)","Casual",5,0,"omnivorous",7,3,150,"<5",7,"Youtube","Yes","Yes",0,0,"medium","Right","Windows","No",4,9,"y","C: Furthest from the entrance","B: Middle",4
20,"Male","China",2,3,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",20,"Always","Yes",75,8,"Yes","Share house","I don't currently work",NA,5,"omnivorous",8.5,7,150,"<5",2,"Wechat","No","No",0,NA,"medium-well done","Right","MacOS","Yes",7,7,"x","B: Middle","B: Middle",3
20,"Male","Bangladesh",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",20,"Usually","Yes",86,8,"Yes","College or student accomodation","I don't currently work",0,4,"omnivorous",7,2,40,"0",7,"Twitter","No","No",1,0,"medium","Right","Windows","Yes",1,3,"s","A: Closest to the entrance","C: Furthest from the entrance",2
19,NA,"China",2,3,"High Distinction","do them immediately","Trimester","First year","DATA2002",65,"Always","Yes",91,8,"Yes","Alone","Casual",6,5,"omnivorous",7,3,350,"0",10,"Other","No","Yes",1,2,"medium-rare","Right","MacOS","Yes",2,8,"e","C: Furthest from the entrance","C: Furthest from the entrance",3
20,"Male","China",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",5,"Always","No",78,8,"No","With parent(s) and/or sibling(s)","I don't currently work",0,5,"pescatarian",8,10,50,"0",4,"Twitter","No","Yes",0,0,"medium-well done","Right","MacOS","Yes",7,7,"j","C: Furthest from the entrance","A: Closest to the entrance",3
20,"Male","China",2,2,"Distinction","cram at the last second","Semester","Second year","DATA2002",13,"Always","Yes",NA,7,"No","With parent(s) and/or sibling(s)","I don't currently work",0,3,"omnivorous",9,8,700,"<5",4,"Instagram","No","Yes",3,1,"well done","Right","MacOS","Yes",4,7,"l","B: Middle","B: Middle",0
20,"Male","India",1,1,"Fail","cram at the last second","Semester","Third year","DATA2002",6,"Usually","No",75,8,"No","With parent(s) and/or sibling(s)","I don't currently work",0,8,"omnivorous",7,3,10,"<5",8,"Instagram","No","Yes",1,2,"medium","Right","MacOS","No",7,7,"d","B: Middle","C: Furthest from the entrance",5
20,"Female","China",3,4,"High Distinction","cram at the last second","Semester","Second year","DATA2002",18,"Always","Yes",84,6,"Yes","Share house","I don't currently work",NA,7,"omnivorous",8,6,130,"0",8,"Wechat","No","No",1,2,"well done","Right","MacOS","Yes",7,7,"a","C: Furthest from the entrance","C: Furthest from the entrance",NA
22,"Female",NA,2,2.5,"High Distinction","draw up a schedule and work through it in planned stages","No preference","Third year","DATA2902",55,"Usually","Yes",82,6,"Yes","Alone","I don't currently work",0,10,"omnivorous",6.5,5,500,"<5",5,"Instagram","Yes","Yes",0,1,"medium","Right","MacOS","Yes",1,9,"a","C: Furthest from the entrance","C: Furthest from the entrance",2
19,"Female","India",3,4,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",25,"Usually","Yes",82,10,"Yes","With parent(s) and/or sibling(s)","I don't currently work",0,3,"omnivorous",6,6,50,"<5",10,"Instagram","No","Yes",0,0,NA,"Right","MacOS","Yes",4,2,"a","C: Furthest from the entrance","A: Closest to the entrance",1
19,"Male","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Trimester","Second year","DATA2002",31,"Always","Yes",NA,8,"Yes","Share house","I don't currently work",NA,5,"omnivorous",8,7,500,"0",7,"Wechat","Yes","Yes",1,NA,"medium-well done","Right","MacOS","Yes",9,7,"a","B: Middle","B: Middle",0
19,"Male","India",3,4,"High Distinction","cram at the last second","Semester","Second year","DATA2002",10,"Usually","Yes",68,10,"Yes","College or student accomodation","I don't currently work",0,8,"omnivorous",8,4,100,"<5",5,"Instagram","Yes","No",0,0,NA,"Right","Windows","Yes",8,8,"t","C: Furthest from the entrance","B: Middle",4
20,"Female","China",2,3,"High Distinction","do them immediately","Semester","Second year","DATA2002",40,"Always","No",67,8,"Yes","College or student accomodation","Part time",2,4,"pescatarian",8,4,150,"0",7,"Other","Yes","Yes",1,1,"medium-well done","Right","MacOS, Windows","Yes",1,1,"a","C: Furthest from the entrance","C: Furthest from the entrance",2
20,"Female",NA,2,3,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",15,"Always","Yes",70,10,"Yes","With parent(s) and/or sibling(s)","Casual",10,0,"omnivorous",7,8,100,"5-10",6,"Instagram","No","Yes",1,0,"well done","Left","MacOS","Yes",1,1,"a","C: Furthest from the entrance","C: Furthest from the entrance",2
22,"Male","Australia",1,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Third year","DATA2002",10,"Always","Yes",65,8,"No","With parent(s) and/or sibling(s)","Casual",20,10,"omnivorous",7,5,50,"<5",4,"Youtube","Yes","Yes",1,0,"medium-rare","Right","Windows","Yes",6,6,"v","C: Furthest from the entrance","C: Furthest from the entrance",5
22,"Male","Malaysia",6,4,"High Distinction","cram at the last second","Semester","Third year","DATA2002",35,"Usually","Yes",80,7,"Yes","College or student accomodation","I don't currently work",0,2,NA,5,6,200,"<5",5,"None","No","Yes",0,0,"medium-rare","Left","Windows",NA,8,6,"z","C: Furthest from the entrance","C: Furthest from the entrance",NA
18,"Female","China",3,3,"Distinction","draw up a schedule and work through it in planned stages","Semester","First year","DATA2002",24,"Always","Yes",78,8,"Yes","Alone","I don't currently work",0,1,"omnivorous",7,7,100,"<5",10,"Youtube","No","No",0,1,"medium","Right","Windows","No",3,7,NA,"B: Middle","B: Middle",2
22,"Male","Denmark",2,3,"Distinction","draw up a schedule and work through it in planned stages","Quadmester","Third year","DATA2002",30,"Always","No",90,7,"Yes","College or student accomodation","I don't currently work",0,6,"omnivorous",8,10,300,"15-20",1,"Instagram","No","Yes",2,5,"medium-rare","Right","Windows","Yes",9,4,"j","C: Furthest from the entrance","C: Furthest from the entrance",10
19,"Male","Australia",2,1,"Distinction","do them immediately","Semester","Second year","DATA2002",10,"Usually","Yes",74,7,"No","With parent(s) and/or sibling(s)","Casual",12,3,"omnivorous",7,8,100,"<5",7,"Other","No","Yes",1,3,"medium","Right","Windows","Yes",7,3,"e","C: Furthest from the entrance","C: Furthest from the entrance",2
32,"Male","Australia",1,3,"High Distinction","draw up a schedule and work through it in planned stages","Trimester","Fifth or higher year","DATA2902",20,"Always","Yes",80,9,"No","With partner","Full time",35,4,"omnivorous",7,5,500,"<5",5,"Youtube","Yes","Yes",2,2,"medium","Right","MacOS","No",10,7,"m","A: Closest to the entrance","A: Closest to the entrance",6
22,"Male","Germany",1,1,"High Distinction",NA,"Semester","Fourth year","DATA2902",6,"Always","Yes",NA,6,"No","With parent(s) and/or sibling(s)","Casual",7,8,"omnivorous",8.5,7,60,"0",3,"Other","No","Yes",1,1,"medium-rare","Left","MacOS","Yes",9,6,"y","C: Furthest from the entrance","C: Furthest from the entrance",2
20,"Male","Australia",2,4,"Distinction","cram at the last second","Semester","Second year","DATA2002",1,"Usually","Yes",70,6,"No","With parent(s) and/or sibling(s)","I don't currently work",0,3,"omnivorous",7,8,NA,">20",1,"Youtube","No","Yes",1,0,"medium-rare","Right","Windows","Yes",2,7,"l","A: Closest to the entrance","C: Furthest from the entrance",3
19,"Male","Australia",1,1.5,"Distinction","do them immediately","Semester","Second year","DATA2902",15,"Always","Yes",79,6,"No","With parent(s) and/or sibling(s)","Casual",4,0,"omnivorous",6,1,80,"<5",7,"Instagram","No","Yes",5,2,"medium-rare","Right","MacOS","Yes",5,8,"y","A: Closest to the entrance","A: Closest to the entrance",3
40,"Male","Vietnam",2,2,"Credit","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",30,"Always","Yes",29,6,"Yes","With partner","Part time",35,0.5,"keto",7,3,200,"0",5,"Youtube","Yes","Yes",3,1,"medium","Right","MacOS","No",8,5,"o","B: Middle","C: Furthest from the entrance",0
20,"Male","Australia",2,3,"High Distinction","do them immediately","Semester","Second year","DATA2902",20,"Always","Yes",81,10,"No","With parent(s) and/or sibling(s)","Casual",15,3,"vegan",8,3,40,"<5",6,"Other","Yes","Yes",1,0,NA,"Right","Windows","No",10,10,"s","C: Furthest from the entrance","A: Closest to the entrance",2
19,"Female","India",2,4,"High Distinction","do them immediately","Semester","Second year","DATA2002",15,"Always","Yes",78,5,"No","With parent(s) and/or sibling(s)","Self employed",0,3,"vegetarian",6.5,6,30,"0",9,"Tiktok","Yes","Yes",1,1,NA,"Right","MacOS","No",8,4,"l","B: Middle","C: Furthest from the entrance",0
19,"Male","Hong Kong",3,3,"High Distinction",NA,"Semester","Second year","DATA2002",NA,"Usually","Yes",NA,NA,NA,NA,"I don't currently work",NA,NA,"omnivorous",8,8,NA,"0",NA,"Other","No","No",1,0,"medium","Right","Windows","Yes",8,2,"b","A: Closest to the entrance","A: Closest to the entrance",2
19,"Female","China",3,3,"High Distinction","do them immediately","Semester","First year","DATA2002",7,"Always","Yes",82,8,"Yes","Alone","I don't currently work",0,3,"omnivorous",7,7,100,"0",8,"Instagram","No","No",0,4,"medium-well done","Right","MacOS","Yes",6,6,"s","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","New Zealand",3,2,"High Distinction","do them immediately","Semester","Second year","DATA2002",20,"Always","Yes",90,5,"Yes","Alone","I don't currently work",0,10,"omnivorous",8.5,8,200,"0",5,"Instagram","No","Yes",2,3,"medium-well done","Right","MacOS","Yes",6,6,"k","B: Middle","B: Middle",0
20,"Male","Australia",1,1,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",3,"Always","Yes",80,8,"No","With parent(s) and/or sibling(s)","Casual",20,15,"omnivorous",7.5,7,50,"<5",4,"Instagram","No","Yes",3,0,"medium-rare","Right",NA,"Yes",6,4,"m","C: Furthest from the entrance","C: Furthest from the entrance",7
19,"Female","China",2,2,"Credit","cram at the last second","Semester","Second year","DATA2002",20,"Always","No",70,6,"Yes","College or student accomodation","I don't currently work",0,5,"omnivorous",7,5,200,"0",7,"Other","No","No",3,2,"medium","Right","Windows","No",5,3,NA,"A: Closest to the entrance","A: Closest to the entrance",0
19,"Male","Australia",1,1,"Fail","do them immediately","Semester","Second year","DATA2002",30,"Always","Yes",77,7,"No","With parent(s) and/or sibling(s)","Self employed",5,6,"omnivorous",8,7,50,"0",6,"Instagram","No","Yes",1,0,"medium","Right","MacOS","No",6,5,"y","C: Furthest from the entrance","B: Middle",10
19,"Male","Australia",1,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2902",12,"Always","Yes",90,9,"No","With parent(s) and/or sibling(s)","Casual",8,3,"omnivorous",9,9,70,"<5",2,"Instagram","No","Yes",1,0,"medium-rare","Right","MacOS","No",1,5,"c","C: Furthest from the entrance","C: Furthest from the entrance",4
21,"Male","Vietnam",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Fourth year","DATA2002",30,"Always","Yes",75,8,"Yes","Share house","Casual",20,14,"omnivorous",8,4,300,"0",1,"Tiktok","No","Yes",2,1,NA,"Right","Windows","No",4,6,"u","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Female","China",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",5,"Always","Yes",85,7,"Yes","With partner","Part time",10,5,"omnivorous",9,8,80,"0",4,"Instagram","Yes","Yes",1,NA,"medium-rare","Right","MacOS","Yes",1,1,"l","A: Closest to the entrance","A: Closest to the entrance",0
20,"Female","Australia",1,NA,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2902",20,"Always","Yes",80,7,"No","College or student accomodation","Casual",20,5,"vegetarian",8,6,80,"15-20",5,"Tiktok","Yes","Yes",2,0,NA,"Left","Windows","Yes",5,10,"k","C: Furthest from the entrance","A: Closest to the entrance",2
19,"Female","Uae",2,4,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2902",5,"Always","Yes",75,8,"Yes","With partner","I don't currently work",0,2,"omnivorous",5,3,100,"<5",4,"Instagram","Yes","Yes",1,0,NA,"Left","MacOS","Yes",5,5,"d","A: Closest to the entrance","A: Closest to the entrance",1
21,"Male","Australia",1,1,"Credit","cram at the last second","Semester","Fourth year","DATA2902",2,"Always","Yes",NA,8,"No","With parent(s) and/or sibling(s)","Contractor",9,1,"omnivorous",7,6,100,"0",2,"Other","Yes","Yes",2,1,"medium-rare","Right","Windows","No",2,7,"j","C: Furthest from the entrance","C: Furthest from the entrance",2
20,"Female","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",25,"Always","Yes",60,8,"Yes","Share house","I don't currently work",0,2,"omnivorous",7,5,100,"0",5,"Instagram","No","Yes",0,3,"medium-well done","Right","MacOS","No",3,3,"a","A: Closest to the entrance","B: Middle",1
20,"Female","Australia",1,NA,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2902",35,"Always","Yes",84,9,"Yes","Share house","Casual",15,6,"omnivorous",9,9,70,"<5",5,"Instagram","No","Yes",0,1,"well done","Right","Windows","Yes",2,2,"h",NA,"C: Furthest from the entrance",0
21,"Male","Australia",1,1,"High Distinction","cram at the last second","Semester","Fourth year","DATA2902",10,"Usually","Yes",86,8,"No","With partner","Part time",20,2,"omnivorous",6,4,100,"<5",5,"Tiktok","Yes","Yes",0,1,"medium-rare","Right","MacOS","Yes",6,6,"f","A: Closest to the entrance","A: Closest to the entrance",2
19,"Male",NA,2,2,"High Distinction","draw up a schedule and work through it in planned stages","Trimester","Third year","DATA2002",0,"Always","Yes",100,9,"Yes","Share house","Casual",12,0,"omnivorous",8,8,100,"0",1,"Instagram","No","Yes",2,0,"rare","Right","MacOS","No",1,7,"d","C: Furthest from the entrance","B: Middle",11
21,"Female","Australia",1,1,"Credit","draw up a schedule and work through it in planned stages","Semester","Fourth year","DATA2002",10,"Always","Yes",80,7,"No","With parent(s) and/or sibling(s)","Self employed",10,3,"omnivorous",8,5,150,"10-15",6,"Instagram","No","Yes",1,0,"medium-rare","Right","MacOS","Yes",5,5,"l","C: Furthest from the entrance","C: Furthest from the entrance",0
22,"Male",NA,2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",30,"Always","Yes",87,8,"Yes","College or student accomodation","Part time",12,5,"omnivorous",7,2,200,"<5",10,"Instagram","Yes","Yes",1,2,"medium-rare","Right","MacOS","No",7,7,"j","C: Furthest from the entrance","B: Middle",0
20,"Female","Australia",3,2,"Distinction","cram at the last second","Semester","Second year","DATA2002",5,"Always","Yes",80,8,"No","With parent(s) and/or sibling(s)","I don't currently work",3,4,"omnivorous",7.5,9,250,"10-15",3,"Instagram","No","Yes",1,0,"medium","Left","MacOS","No",4,4,"e","C: Furthest from the entrance","A: Closest to the entrance",3
20,"Male","Australia",3.2,3.5,"Distinction","cram at the last second","Semester","Third year","DATA2002",8,"Usually","Yes",65,8,"No","With parent(s) and/or sibling(s)","Casual",4,0,"omnivorous",7,1,280,"<5",7,"Discord","No","Yes",0,0,"medium-rare","Right","MacOS","Yes",6,3,"a","C: Furthest from the entrance","C: Furthest from the entrance",3
22,"Male","Australia",3,3,"Fail","cram at the last second","No preference","Third year","DATA2002",4,"Never","Yes",65,5,"Yes","Share house","Casual",25,15,"omnivorous",8,10,150,"0",1,"Instagram","No","Yes",2,1,"medium-rare","Right","MacOS","No",3,3,"x","B: Middle","C: Furthest from the entrance",5
22,"Male","China",2.5,3,"Distinction","cram at the last second","Semester","Third year","DATA2002",8,"Usually","Yes",58,6,"Yes","Share house","I don't currently work",0,8,"omnivorous",5,3,80,"10-15",7,"Youtube","No","No",0,0,"medium-rare","Right","Windows","Yes",6,7,"z","B: Middle","C: Furthest from the entrance",2
20,"Female","Australia",1,1,"Distinction","cram at the last second","Semester","Second year","DATA2002",15,"Sometimes","Yes",65,9,"No","With parent(s) and/or sibling(s)","Casual",15,3,"omnivorous",8.5,5,30,"<5",8,"Instagram","Yes","No",3,1,"medium-rare","Right","Windows","No",6,6,"a",NA,"C: Furthest from the entrance",8
25,"Female","Australia",1,1,"High Distinction","do them immediately","Semester","Fifth or higher year","DATA2002",10,"Always","Yes",92,10,"Mortgage","With parent(s) and/or sibling(s)","Full time",40,1,NA,10,10,300,"5-10",10,"Tiktok","Unclear","Yes",1,0,NA,"Right","MacOS","No",1,3,"c",NA,"C: Furthest from the entrance",0
20,"Male","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Trimester","Second year","DATA2002",24,"Always","Yes",NA,4,"No","College or student accomodation","I don't currently work",0,7,"omnivorous",7,4,140,"0",4,"Bilibili","No","Yes",2,1,"medium-well done","Right","Windows","Yes",9,9,"o","A: Closest to the entrance","B: Middle",1
23,"Male","China",1,3,"Credit","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",10,"Always","No",NA,5,"Yes","Share house","I don't currently work",0,8,"omnivorous",9,8,NA,"<5",2,"Wechat","Yes","Yes",1,0,"medium-rare","Right","MacOS","Yes",7,9,"s","B: Middle","C: Furthest from the entrance",0
21,"Male","China",3,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",25,"Always","Yes",79,8,"Yes","Share house","Part time",28,14,"omnivorous",7,8,100,"<5",6,"Tiktok","Yes","No",0,13,"medium-rare","Right","Windows","Yes",8,8,"s","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","Israel",2,3,"High Distinction","cram at the last second","Semester","Second year","DATA2002",5,"Usually","Yes",60,6,"No","With parent(s) and/or sibling(s)","I don't currently work",0,0,"omnivorous",10,3,20,"0",5,"Youtube","No","Yes",6,0,"well done","Ambidextrous","Windows","Yes",3,7,"m","B: Middle","B: Middle",3
20,"Male","China",NA,2,"Pass","cram at the last second","Semester","Second year","DATA2002",7,"Always","Yes",NA,NA,"No","Alone","I don't currently work",NA,7,"omnivorous",8,NA,300,"<5",3,"None","No","No",0,0,"medium-well done","Right","Windows","Yes",6,3,"s","C: Furthest from the entrance","C: Furthest from the entrance",NA
20,"Male","Australia",1,1,"Distinction","cram at the last second","Semester","Second year","DATA2002",NA,"Sometimes","Yes",NA,1,"No","With parent(s) and/or sibling(s)","I don't currently work",0,0,"omnivorous",8,1,200,"0",7,"None","No","Yes",0,1,"medium-rare","Right","Windows","Yes",9,5,"m","B: Middle",NA,3
20,"Male","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",48,"Always","Yes",73,7,"Yes","With partner","I don't currently work",0,5,"omnivorous",8,7,200,"0",7,"Wechat","No","No",0,0,"medium-well done","Right","Windows","Yes",6,6,"c","C: Furthest from the entrance","C: Furthest from the entrance",2
19,"Male","China",2,4,"High Distinction","cram at the last second","Semester","Second year","DATA2002",50,"Always","Yes",83,6,"Yes","Alone","I don't currently work",40,10,"omnivorous",8,5,187.45,"<5",3,"Other","Yes","No",0,0,"well done","Ambidextrous","MacOS","Yes",6,5,"w","B: Middle","A: Closest to the entrance",0
22,"Male","China",2,2,"Distinction","do them immediately","Semester","Second year","DATA2002",5,"Always","Yes",75,1,"Yes","With partner","Full time",2,1,"pescatarian",9,7,40,"0",1,"Instagram","Yes","Yes",0,4,"well done","Right","MacOS","Yes",6,6,"c","C: Furthest from the entrance","C: Furthest from the entrance",1
20,"Male","England",1,1,"High Distinction","cram at the last second","Semester","Second year","DATA2002",20,"Usually","Yes",NA,7,"No","With parent(s) and/or sibling(s)","Casual",20,15,"omnivorous",9,5,40,"5-10",7,"Youtube","No","Yes",1,0,"medium-rare","Right","MacOS","Yes",5,8,"y","A: Closest to the entrance","C: Furthest from the entrance",5
21,"Female","China",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",15,"Always","No",82,9,"Yes","With partner","Casual",10,2,"omnivorous",7,7,400,"<5",9,"Instagram","Yes","No",1,NA,"medium-rare","Right","MacOS","Yes",5,5,"a","A: Closest to the entrance","A: Closest to the entrance",0
20,"Male","China",2,2,"Credit","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",32,"Always","Yes",83,8,"Yes","Share house","Casual",3,4,"omnivorous",8,7,200,"0",5,"Wechat","No","Yes",2,0,"medium","Right","Windows","Yes",2,10,"a","C: Furthest from the entrance","B: Middle",NA
20,"Male","China",2,2,"High Distinction","do them immediately","Semester","Second year","DATA2002",30,"Always","Yes",75,6,"Yes","2 friends","I don't currently work",0,14,"omnivorous",8,7,200,"0",8,"Wechat","No","No",1,4,"well done","Right","Windows","No",9,5,"y","C: Furthest from the entrance","C: Furthest from the entrance",2
22,"Male","China",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",50,"Always","Yes",75,9,"Yes","Alone","I don't currently work",0,3,"omnivorous",9,5,210,"<5",10,"None","No","No",5,NA,"medium-rare","Ambidextrous","Windows","Yes",9,6,"a","C: Furthest from the entrance","B: Middle",0
22,"Male","South Korea",2,2,"Distinction","cram at the last second","Semester","Third year","DATA2002",15,"Usually","Yes",80,3,"Yes","Alone","Casual",24,4,"omnivorous",8,3,200,"5-10",7,"Instagram","No","Yes",1,0,"medium-rare","Left","MacOS","No",5,7,"x","C: Furthest from the entrance","C: Furthest from the entrance",3
21,"Male","China",1,2,"Distinction","do them immediately","Semester","Second year","DATA2002",12,"Always","Yes",65,6,"Yes","With partner","I don't currently work",0,1,"omnivorous",10,9,300,"0",3,"Wechat","No","No",0,1,"medium-well done","Ambidextrous","MacOS","Yes",6,6,"a","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Female","China",2,2,"Distinction","cram at the last second","Semester","Second year","DATA2002",12,"Usually","Yes",65,4,"Yes","Share house","I don't currently work",0,1,"omnivorous",6,1,360,"0",8,"Wechat",NA,"No",1,0,"medium-well done","Right","MacOS","Yes",7,7,"d","C: Furthest from the entrance","B: Middle",0
19,"Male","Taiwan",1,2,"High Distinction","do them immediately","Semester","Second year","DATA2002",12,"Usually","Yes",70,5,"Yes","With parent(s) and/or sibling(s)","I don't currently work",0,0,"omnivorous",4,2,50,"0",5,"Other","No","No",1,0,"medium-well done","Right","Windows","Yes",7,6,"o","C: Furthest from the entrance","A: Closest to the entrance",0
20,"Female","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",35,"Always","Yes",72,9,"Yes","With partner","I don't currently work",0,2,"omnivorous",10,4,500,"<5",6,"Tiktok","Yes","No",0,1,"medium","Right","MacOS","Yes",9,10,"a","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","Vietnam",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",42,"Always","Yes",82,8,"Yes","Share house","I don't currently work",5,7,"vegetarian",7,8,150,"<5",2,"Other","No","No",1,0,"medium","Right","MacOS","No",5,9,"l","A: Closest to the entrance","A: Closest to the entrance",1
19,"Male","China",1,3,"High Distinction","do them immediately","Semester","Second year","DATA2002",20,"Usually","Yes",64,5,"Yes","Alone","I don't currently work",0,0,"omnivorous",7,9,10,"0",5,"Bilibili","No","Yes",1,0,"medium-well done","Right","MacOS","No",7,7,"a","C: Furthest from the entrance","C: Furthest from the entrance",0
19,"Male","China",3,3,"High Distinction","do them immediately","Semester","First year","DATA2002",40,"Always","Yes",61,8,"Yes","With partner","I don't currently work",0,1,"omnivorous",8,NA,NA,"0",10,"Instagram","Yes","Yes",0,3,"medium","Right","MacOS","No",10,6,"a","C: Furthest from the entrance","C: Furthest from the entrance",0
18,"Male","China",3,2,"Pass","cram at the last second","Semester","First year","DATA2002",NA,"Always","No",NA,5,"Yes","With partner","I don't currently work",NA,NA,"omnivorous",12,8,80,"0",6,"Wechat","Yes","No",2,1,"medium-well done","Right","Windows","Yes",3,5,"c","C: Furthest from the entrance","C: Furthest from the entrance",NA
19,"Male","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",7,"Always","Yes",70,6,"Yes","College or student accomodation","I don't currently work",0,5,"omnivorous",7,5,10,"<5",6,"Wechat","No","No",1,2,"medium-well done","Right","Windows","Yes",1,1,"t","C: Furthest from the entrance","C: Furthest from the entrance",1
19,"Female","China",2,2,"Credit","cram at the last second","Semester","Second year","DATA2002",25,"Always","Yes",NA,8,"Yes","With parent(s) and/or sibling(s)","I don't currently work",0,7,"omnivorous",12,6,800,"<5",8,"Tiktok","No","Yes",1,0,"medium-rare","Right","Windows","Yes",5,5,"y","C: Furthest from the entrance","B: Middle",0
22,"Male","South Korea",2,2,"High Distinction","draw up a schedule and work through it in planned stages","Semester","Fourth year","DATA2002",40,"Always","Yes",78,10,"No","With parent(s) and/or sibling(s)","I don't currently work",0,900,"omnivorous",7.5,6,20,"0",5,"Instagram","No","Yes",0,0,"rare","Right","MacOS","Yes",4,4,"j","A: Closest to the entrance","B: Middle",100
20,"Male","China",2,2,"Distinction","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",55,"Always","Yes",75,9,"Yes","Share house","I don't currently work",0,30,"omnivorous",7,8,100,"<5",6,"Twitter","No","No",0,5,"medium","Right","MacOS","No",10,8,"l","C: Furthest from the entrance","C: Furthest from the entrance",0
18,"Male","China",1,2,"Pass","do them immediately","Semester","First year","DATA2002",30,"Usually","Yes",1,6,"No","College or student accomodation","Full time",0,10,"omnivorous",8,5,50,"0",3,"Other","Yes","No",1,0,NA,"Right","Windows","No",6,8,"a","C: Furthest from the entrance","B: Middle",0
19,NA,"China",2,2,"High Distinction","cram at the last second","Semester","Second year","DATA2002",20,"Always","Yes",75,7,"Yes","With partner","I don't currently work",0,3,"omnivorous",7,3,200,"0",7,"Wechat","Yes","Yes",NA,1,"medium-well done","Right","Windows","Yes",6,6,"a","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Male","China",2,2,"Credit","draw up a schedule and work through it in planned stages","Semester","Second year","DATA2002",70,"Always","Yes",63,5,"Yes","Alone","Full time",50,5,"omnivorous",8,5,200,"0",5,"Twitter","Yes","Yes",2,0,"medium-well done","Right","Windows","Yes",7,7,"a","C: Furthest from the entrance","C: Furthest from the entrance",0
20,"Male","England",1,1,"High Distinction","cram at the last second","Semester","Third year","DATA2002",4,"Always","No",80,10,"No","With parent(s) and/or sibling(s)","Full time",6.75,10,"omnivorous",6,1,100,"<5",4,"Other","No","Yes",3,0,"medium-rare","Left","Windows","Yes",7,7,"s","A: Closest to the entrance","A: Closest to the entrance",0
20,"Male","China",2,2,"Pass","do them immediately","Semester","Second year","DATA2002",14,"Always","Yes",NA,2,"Yes","With partner","I don't currently work",0,1,"omnivorous",10,2,200,"0",9,"Other","Unclear","Yes",1,0,"medium-well done","Right","Windows","Yes",6,6,"a","C: Furthest from the entrance","C: Furthest from the entrance",0
